Letter,Title,Description
P,Petto di tacchino,"Il petto di tacchino è un alimento ricavato dall’animale in questione, molto proteico e povero di grassi, per questo indicato sia nelle ..."
P,Piadine,Le piadine sono una varante del pane tradizionale. Si tratta di un ingrediente tipico della cucina romagnola che viene arricchito con ...
P,Piattoni,"I piattoni non sono altro che legumi che si possono consumare nella loro interezza. Nonostante l’aspetto possa facilmente ingannare, ..."
P,Piccione,Il piccione è un uccello della famiglia dei Colombidi che si divide in domestico e selvatico. La carne di entrambi le tipologie è ...
P,Pici,"Sono simili agli spaghetti, ma la loro consistenza inconfondibile li rende unici: si tratta dei pici, pasta fresca a base di farina, ..."
P,Pimento,"Pimento, caratteristiche principali
Il pimento è una spezia aromatica che deriva dal frutto, la Pimenta officinalis. Le spezie che più ..."
P,Pinoli,"Pinoli, proprietà principali
I pinoli sono i semi contenuti nelle pigne di alcune varietà di pini, tra i quali il pino domestico e il ..."
P,Pipe rigate,"Tra i vari formati di pasta, uno dei più comuni è quello delle pipe rigate. Sono infatti ottime per preparare deliziosi primi piatti ..."
P,Pipette rigate,Tra i vari formati di pasta secca che più vengono utilizzati nelle nostre cucine troviamo le pipette rigate. Si tratta della versione ...
P,Piselli,"Piselli, proprietà principali
I piselli fanno parte della famiglia dei legumi, esattamente come i fagioli, le fave, i ceci e ..."
P,Pisellini,"Pisellini, proprietà principali
I pisellini sono il frutto della pianta del pisello: sono diversi dai comuni piselli perché hanno ..."
P,Pistacchi,"I pistacchi sono dei semi ricavati dalla pianta di pistacchio il cui nome scientifico è Pistacia vera, appartenente alla famiglia delle ..."
P,Pistacchi verdi di Bronte,"Pistacchi verdi di Bronte, proprietà principali
I pistacchi verdi di Bronte sono i frutti della pianta del pistacchio, specificatamente ..."
P,Pizzoccheri,"Dal colore grigiastro e l’aspetto delle tagliatelle, ma più corti e larghi, i pizzoccheri sono un tipo di pasta preparata con farina di ..."
P,Platani,"Il platano è un frutto tropicale dal sapore sorprendente che, molto spesso, viene confuso con la banana per le somiglianze estetiche i ..."
P,Platessa,"Platessa, caratteristiche principali
La platessa è un pesce osseo d’acqua salata che appartiene alla famiglia delle Pleuronectidae. Per ..."
P,Pollastra,"Quando parliamo di pollastra si intende la gallina giovane, quella entro l’anno di età. Sebbene le galline siano utilizzate ..."
P,Pollo,"Pollo, proprietà principali
Quando parliamo di pollo ci riferiamo a galli e galline domestiche di giovane età. Di origine indiana, oggi ..."
P,Polpa d'aragosta,"La polpa d’aragosta è apprezzata sin dall’antichità, pescata nel mar Mediterraneo e nell’Oceano Atlantico Orientale dove popola i ..."
P,Polpa di granchio,"Dolce e morbida, la polpa di granchio si trova nella parte interna del carapace e ne contiene tutto il gusto. Si tratta, inoltre, di un ..."
P,Polpa di pomodoro,"La polpa di pomodoro è una salsa preparata con pomodori freschi, dei quali conserva tutte le proprietà organolettiche e l’incredibile ..."
P,Polpetti,"I polpetti, soprattutto se sono appena pescati e ancora freschi, oltre ad avere un ottimo sapore ed essere un ingrediente versatile da ..."
P,Polpo,"Polpo, proprietà principali
Il polpo – o piovra che dir si voglia – è un mollusco che appartiene alla famiglia dei cefalopodi, la ..."
P,Polvere 5 spezie,"Polvere 5 spezie, proprietà principali
La polvere 5 spezie è una miscela di aromi originaria della cucina cinese ma poi diffusasi anche ..."
P,Polvere di capperi,La polvere di capperi è un prodotto utilizzato ampiamente come insaporitore per moltissime ricette. Lo si prepara a partire dai capperi ...
P,Pomelo,"Pomelo, proprietà principali
Il pomelo è un agrume, frutto della pianta omonima, la quale ha il nome latino di Citrus maxima o Citrus ..."
P,Pomodori San Marzano,Il pomodoro di San Marzano dell’agro sarnese-nocerino è conosciuto ed apprezzato in tutto il mondo per le sue caratteristiche: è una ...
P,Pomodori ciliegini,"Pomodori ciliegini, proprietà principali
I pomodori ciliegini appartengono alla famiglia delle solanacee, proprio come la melanzana, il ..."
P,Pomodori cuore di bue,"I pomodori cuore di bue sono i protagonisti della tavola italiana. Caratterizzati da una forma che ricorda quella del cuore del bue, da ..."
P,Pomodori datterini,I pomodori datterini sono una qualità di pomodori di forma piccola e ovale. Sono molto presenti nelle cucine degli italiani anche se la ...
P,Pomodori datterini pelati,"Pomodori datterini pelati, caratteristiche principali
I pomodori datterini pelati sono piccoli e succosi, con una tipica forma ..."
P,Pomodori pelati,"Pomodori pelati, caratteristiche principali
I pomodori pelati sono ortaggi molto apprezzati e utilizzati in cucina. Vengono prodotti ..."
P,Pomodori ramati,Il pomodoro è una verdura amatissima ed utilizzata per una enorme quantità di preparazioni. Può essere considerato il re della cucina ...
P,Pomodori ramati,
P,Pomodori sardi,"I pomodori sardi, come il nome stesso suggerisce, sono delle bacche coltivate e commercializzati esclusivamente in Sardegna, o in ..."
P,Pomodori secchi,"I pomodori secchi sono un prodotto tipico della tradizione gastronomica italiana. È diffusissimo da nord a sud, in molteplici varianti, ..."
P,Pomodori secchi sott'olio,"I pomodori sono probabilmente l’ortaggio più diffuso sulle tavole degli italiani. Sono coltivati da nord a sud, e sono il vero emblema ..."
P,Pomodori verdi,"Molto apprezzati e ampiamente presenti nella dieta mediterranea, i pomodori sono ricchi di principi nutritivi importanti per la salute. ..."
P,Pomodorini gialli,"I pomodorini gialli sono una delle tante varietà del pomodoro, ortaggio simbolo della tradizione culinaria italiana. Sono molto ..."
P,Pompelmi rosa,"Pompelmo rosa, proprietà principali
Il pompelmo rosa è un agrume nato in America intorno agli anni ’90 dall’ibridazione di arance dolci ..."
P,Porchetta da latte,"Porchetta, proprietà principali
La porchetta è un piatto tipico dell’Italia Centrale che viene preparata con carne di suino di età non ..."
P,Porri,"Porri, proprietà principali
Il porro è una pianta erbacea biennale con un sapore che sta a metà tra quello dell’aglio e della cipolla, ..."
P,Porto bianco,"Il Porto bianco, ma ne esiste anche una versione rossa, è un liquore a base d’uva che viene prodotto principalmente a Porto – da qui il ..."
P,Porto rosso,"Il Porto Rosso, o vinho do Porto è un vino liquoroso portoghese. Dolce e rotondo, viene spesso servito dopo i pasti come vino da ..."
P,Praline al cioccolato,"Le praline al cioccolato sono dei piccoli cioccolatini ripieni di forma rotonda, delle delizie ottime da gustare assieme al caffè o per ..."
P,Preparato per budino al limone,"Preparato per budino al limone, caratteristiche principali
Il preparato per budino al limone è l’insieme degli ingredienti necessari ..."
P,Preparato per budino alla vaniglia,"Preparato per budino alla vaniglia, proprietà principali
Il preparato per budino alla vaniglia è un insieme di ingredienti necessari ..."
P,Preparato per muffin,"Preparato per muffin, caratteristiche principali
Il preparato per muffin permette di preparare dolci fragranti in poco tempo e con una ..."
P,Preparato per torta al cacao,"C’è sempre un buon motivo per preparare una torta da portare in tavola per colazione, all’ora della merenda o come dessert da ..."
P,Preparato per torte,"Preparato per torte, caratteristiche principali
Comodo, veloce e sempre a portata di mano. Il preparato per torte si presenta come una ..."
P,Prezzemolo,"Pianta erbacea presente soprattutto nelle zone temperate, il prezzemolo (nome scientifico Petroselinum crispum) è un’erba della ..."
P,Primosale,"Il primosale è un formaggio tipicamente siciliano, prodotto esclusivamente con latte di pecora. Il suo sapore sapido e deciso lo ha ..."
P,Primosale piccante,Il primosale piccante è perfetto per dare un tocco in più a innumerevoli ricette: assoluto protagonista in taglieri di salumi e ...
P,Prosciutto Serrano,"Prosciutto serrano, caratteristiche principali
Il prosciutto serrano, conosciuto anche come jamon serrano, è un prodotto molto ..."
P,Prosciutto Toscano DOP,"Il Prosciutto Toscano DOP è un tipico di prosciutto a denominazione di origine protetta dal 1996, prodotto nella regione Toscana. ..."
P,Prosciutto cotto,"Prosciutto cotto, proprietà principali
Il prosciutto cotto è un affettato rosa pallido e opaco che si ottiene dalla lavorazione della ..."
P,Prosciutto cotto affumicato,"Il prosciutto, nelle sue innumerevoli varianti, è uno dei salumi più consumati nel nostro paese. Quando di parla di prosciutto si ..."
P,Prosciutto cotto di Praga,"Una vera e propria rarità, che può essere gustata – nella sua preparazione originale – solo nella capitale della Repubblica ceca: il ..."
P,Prosciutto crudo,"Prosciutto crudo, proprietà principali
Il prosciutto crudo è un salume derivato dalla coscia posteriore del maiale, opportunamente ..."
P,Prosciutto crudo San Daniele,Il Prosciutto di San Daniele (DOP) è un prosciutto crudo stagionato che è stato riconosciuto come prodotto a denominazione di origine ...
P,Prosciutto crudo di Parma,"Il prosciutto crudo di Parma DOP è un prodotto tradizionale italiano di salumeria. Crudo e stagionato, si ottiene grazie alla ..."
P,Prosciutto crudo di montagna,Il prosciutto crudo di montagna è un salume italiano che viene ricavato dalla coscia di suini adulti di un certo peso. Il processo di ...
P,Prosciutto della Virginia,"Il prosciutto della Virginia è un prosciutto di campagna venduto stagionato e solitamente non cotto, portato in tavola negli Stati ..."
P,Prosecco,"Prosecco, caratteristiche principali
Il prosecco è un eccellente vino bianco frizzante utilizzato frequentemente in aperitivi ed ..."
P,Prosecco Dry,"Il Prosecco è un vino bianco divenuto molto famoso a partire dagli anni ‘90, ed è indicato con l’indicazione geografica tipica (IGT). ..."
P,Provola,La provola è un prodotto di origine casearia realizzato con il latte di vaccino crudo e può essere a pasta cotta o semicotta e filata. ...
P,Provola affumicata,"La provola è un formaggio a pasta cotta (o semicotta) e filata, che viene prodotto a partire dal latte vaccino. La stagionatura è di ..."
P,Provolone dolce,"Provolone dolce, caratteristiche principali
Il provolone dolce è un formaggio tipico della Valpadana, cugino dei provoloni piccanti e ..."
P,Provolone piccante,"Il provolone piccante è un formaggio tipico della Valle Padana. Frutto della tradizione, questo prodotto nasce dall’incontro fra la ..."
P,Provolone semipiccante,"Provolone semipiccante, caratteristiche principali
Il provolone semipiccante è una sottocategoria del provolone piccante, il tipico ..."
P,Prugne,"Prugne, proprietà principali
La prugna è il frutto di un alberello a carattere cespuglioso, con rami contorti e spinosi, foglie ..."
P,Prugne secche,"Le prugne sono uno dei frutti più presenti sulle tavole degli italiani. La loro coltivazione è diffusa in molti Paesi europei, oltre ..."
P,Punta di petto di manzo,"Punta di petto di manzo, caratteristiche principali
La punta di petto di manzo è un taglio secondario della carne bovina ed è ..."
P,Punta di petto di vitello,"Punta di petto di vitello, caratteristiche principali
La punta di petto di vitello è uno dei tagli più utilizzati per la realizzazione ..."
P,Punta di vitello,La punta di vitello è un taglio di carne bovina utilizzato soprattutto per preparare il brodo. La carne è ricca di grasso e saporita. ...
P,Puntalette,"Le Puntalette sono una pastina solitamente cucinata in brodo, molto amata dai bambini ma anche dagli adulti, visto che si presta ad ..."
P,Puntarelle,"Le puntarelle non sono altro che i germogli di una varietà di cicoria catalogna, le riconosciamo dal loro cespo di foglie verdi e dalla ..."
P,Punte di rametti di ginepro,
P,Puntine di maiale,
Q,Quadretti all'uovo,"Quadretti all’uovo, proprietà principali
I quadretti all’uovo, o quadrucci all’uovo, sono un formato di pasta piccolo e gustoso. Sono ..."
Q,Quadrucci all'uovo,"Quadrucci all’uovo, proprietà principali
I quadrucci all’uovo sono un tipo di pasta fresca a forma di piccoli quadratini (da cui il ..."
Q,Quaglie,"Quaglia, proprietà principali
La quaglia selvatica è un uccello molto diffuso in Europa e in Asia, regioni da cui a partire dalla fine ..."
Q,Quartirolo,"Con il termine quartirolo facciamo riferimento a un formaggio morbido prodotto con latte parzialmente scremato di mucca, conosciuto ..."
Q,Quinoa,"La quinoa (Chenopodium quinoa) è una pianta erbacea appartenente alla famiglia delle Chenopidacee, come spinaci e barbabietola. Viene ..."
Q,Quinoa rossa,La quinoa rossa è una delle oltre 200 varietà conosciute della quinoa. Da un punto di vista merceologico la quinoa viene classificata ...
R,Rabarbaro,"Rabarbaro, proprietà principali
Il rabarbaro è una pianta perenne a carattere erbaceo di cui si consumano i piccioli fogliari carnosi ..."
R,Radicchio,"Radicchio, proprietà principali
Come l’indivia belga, la scarola e la catalogna, il radicchio è una tipologia di cicoria dal sapore più ..."
R,Rafano,"Rafano, proprietà principali
Il rafano, noto anche come cren o barbaforte, è una pianta erbacea perenne che può raggiungere gli 80 cm ..."
R,Rafano giapponese,Il rafano giapponese è una pianta erbacea che appartiene alla famiglia delle Brassicacee originaria dell’Europa orientale e dell’Asia ...
R,Rafano in polvere,Il rafano in polvere viene impiegato in cucina per arricchire e insaporire diverse ricette provenienti da tutto il mondo. Si ricava ...
R,Ragù di capriolo,"Il ragù di capriolo è un condimento delicato, ma anche decisamente aromatico. Viene utilizzato per condire diversi tipi di pasta, dalle ..."
R,Ramen,"Il ramen è una delle ricette giapponesi più famose anche in Occidente: si tratta di una zuppa a base di carne o di pesce, servita con ..."
R,Rana pescatrice (coda di rospo),"Rana pescatrice (coda di rospo), proprietà principali
La rana pescatrice – nota anche come coda di rospo proprio perché se ne consuma ..."
R,Rane,"Rane, caratteristiche principali
Gustose e dalle carni delicate, le rane sono un alimento che viene consumato sin dall’antichità per le ..."
R,Rape,"Le rape sono radici dal sapore dolciastro, vengono usate molto in cucina. Si tratta di un ortaggio tipico dell’agricoltura italiana, ..."
R,Ravanelli,"Ravanelli, proprietà principali
I ravanelli sono ortaggi dalla stessa famiglia del sedano rapa, della rapa e del cavolfiore, ma anche ..."
R,Razza,"La razza è un pesce cartilagineo, conosciuto anche con il nome di arzilla o pigara petrosa. Si trova soprattutto nei fondali fangosi o ..."
R,Reale di asino,"La reale di asino è una carne rossa dal gusto deciso, consumata soprattutto nell’Italia Settentrionale dove è alla base di alcuni ..."
R,Red Bull,"Red Bull, caratteristiche principali
La Red Bull è una bevanda energetica analcolica prodotta dall’omonima azienda. È estremamente ..."
R,Reginette,Le reginette sono un formato di pasta lunga che fa parte della tradizione napoletana. La pasta è valorizzata dall’arricciatura alle ...
R,Ribes,Il ribes è una pianta appartenente alla famiglia delle Grossulariaceae. I frutti consistono in piccole bacche dal colore cangiante e ...
R,Ricci di mare,"Ricci di mare, proprietà principali
Il ricci di mare sono organismi marini invertebrati protetti da aculei che possono assumere ..."
R,Ricciola,"Ricciola, proprietà principali
La ricciola è un pesce azzurro molto pregiato. Esteriormente e morfologicamente ricorda la struttura del ..."
R,Riccioli di cioccolato fondente,I riccioli di cioccolato fondente sono largamente usati in pasticceria come elemento decorativo di un gran numero di dolci. Possono ...
R,Ricotta,"Ricotta, proprietà principali
La ricotta è un latticino – non un formaggio – ottenuto dal siero del latte – non dalla cagliata – ..."
R,Ricotta di pecora,"La ricotta di pecora è un prodotto caseario da sapore intenso e “rustico”, soprattutto se paragonata alla tradizionale ricotta vaccina. ..."
R,Ricotta forte,"La ricotta forte è un formaggio morbido spalmabile di lunga tradizione, nato dall’usanza contadina di non buttare via gli avanzi della ..."
R,Ricotta salata,"La ricotta salata è un prodotto caseario dalla lunga tradizione, che affonda le sue radici nell’Italia meridionale (e soprattutto in ..."
R,Ricotta secca affumicata,La ricotta secca affumicata è un prodotto tipico di alcune zone del meridione: viene realizzata soprattutto in Calabria e in Sardegna. ...
R,Rigaglie di pollo,"Rigaglie di pollo, caratteristiche principali
Ricercate e molto speciali, le rigaglie di pollo comprendono tutti gli scarti della ..."
R,Rigatino toscano (pancetta),"Il rigatino toscano è un tipo di pancetta molto apprezzato, un prodotto tipico della regione Toscana – e in particolare della provincia ..."
R,Rigatoni,"Rigatoni, caratteristiche principali
I rigatoni sono un formato di pasta cilindrica di varie lunghezza, diffusa in tutta l’Italia. ..."
R,Riso Arborio,"Riso Arborio, proprietà principali
L’Arborio è un riso superfino dai chicchi perlati molto lunghi, con un nucleo che rimane al dente e ..."
R,Riso Basmati,"È l’assoluto protagonista dei nostri primi piatti, e non solo, e si presta a gustosissime ricette che mettono d’accordo grandi e ..."
R,Riso Carnaroli,"Il riso Carnaroli ha origini italiane ed è considerato fra le varietà più pregiate. Il suo chicco lungo, la consistenza e un alto ..."
R,Riso Roma,"Il riso Roma è una varietà piuttosto apprezzata di riso, coltivata in tantissime regioni italiane, dal Piemonte alla Lombardia, nelle ..."
R,Riso Vialone Nano,"Tante sono le varietà di riso che vengono ampiamente utilizzate nella nostra cucina: una di queste è il riso Vialone Nano, strettamente ..."
R,Riso glutinoso (mochigome),"Il  riso glutinoso è un tipo di riso asiatico a chicco fino bianco opaco allungato.
Viene chiamato glutinoso ma è privo di glutine e ..."
R,Riso integrale,"Il riso fa parte da sempre della tradizione culinaria italiana. Ne esistono di diversi tipi, ognuno con le proprie caratteristiche. Uno ..."
R,Riso nero Venere,"Riso nero Venere, proprietà principali
Il riso Venere, noto anche come riso nero, è una varietà integrale di riso tutta italiana nata ..."
R,Riso parboiled,"Il riso parboiled non è, come si potrebbe pensare, una particolare varietà di riso. Il suo nome deriva dall’inglese partially boiled ..."
R,Riso per sushi,"Il riso per sushi presenta alcune caratteristiche peculiari perché, com’è noto, esistono varie tipologie di riso e quello adatto alla ..."
R,Riso rosso,"Il riso rosso è una coltura tipica della Cina e di altri Paesi orientali, sebbene oggi si sia diffusa in quasi tutto il mondo. Ha avuto ..."
R,Riso soffiato,Il riso soffiato è un alimento che trova ampio uso soprattutto nella preparazione di prodotti per la prima colazione e di dolci. Vanta ...
R,Risoni,"In Italia la pasta è uno dei piatti più consumati (e apprezzati) in assoluto. Sono molte le ricette che arrivano dalla tradizione, e ..."
R,Roastbeef,"Roastbeef, proprietà principali
Il roastbeef, scritto anche roast beef ma in italiano è altrettanto corretta la dicitura di rosbif, è ..."
R,Robinia,"Forse non tutti hanno sentito parlare della robinia, un albero di grandi dimensioni che cresce in tutta Europa e i cui fiori sono ..."
R,Robiola,"La robiola è un formaggio fresco a pasta molle, senza crosta. Si tratta di un prodotto tipico del Nord Italia che prende il nome da ..."
R,Robioletta fresca,Con il termine robioletta fresca facciamo riferimento a uno dei più importanti e apprezzati formaggi italiani che caratterizzano in ...
R,Rombo,"Rombo, proprietà principali
Il rombo è un pesce piatto di forma romboidale, con pelle rugosa, un lato bruno-rossastro e l’altro bianco, ..."
R,Rosa canina,"La rosa canina è un arbusto selvatico spontaneo molto diffuso in Italia, facente parte della famiglia delle Rosaceae. Le sue bacche, ..."
R,Rosmarino,"Il rosmarino, il cui nome scientifico è Salvia rosmarinus, è una pianta aromatica perenne appartenente alla famiglia delle Lamiaceae. ..."
R,Rucola,"Rucola, proprietà principali
La rucola, o ruchetta, è una pianta erbacea annuale della stessa famiglia di cavolfiore, broccoli, cavoli ..."
R,Rum,"Bianco, dorato, scuro o speziato, il rum è una bevanda dalle diverse tipologie e con lavorazioni che differiscono tra cubano, ..."
R,Ruote,"Le ruote sono un formato di pasta dal design particolare: sembrano, come dice il nome stesso, la ruota di un carro. Hanno una forma ..."
R,Rye Whisky,Il Rye Whisky è un whisky davvero eccezionale di origini americane apprezzato e consumato in tutto il mondo. Si tratta di un ...
S,Saba,La saba o sapa è un prodotto tipico della tradizione gastronomica di diverse regioni italiane. Si tratta di uno sciroppo d’uva con un ...
S,Sagne,La ricca tradizione pastaia del centro e sud Italia ha dato origine a moltissimi formati di pasta che vengono ancora oggi utilizzati ...
S,Sagne incannulate,Le sagne incannulate sono un primo piatto tipico salentino. Vengono chiamate anche sagne ricce per la loro forma arricciata: è un tipo ...
S,Saké,"Il sake è una delle bevande più popolari in Giappone, ma ormai si sta diffondendo a macchia d’olio grazie alla popolarità della cucina ..."
S,Salame,"Salame, proprietà principali
Il salame è un insaccato crudo e stagionato. L’Italia rappresenta la patria d’elezione per molte tipologie ..."
S,Salame tipo Napoli,"Salame tipo Napoli, proprietà principali
Il salame tipo Napoli è un insaccato crudo tipico della regione Campania composto da carne ..."
S,Salamella,"Salamella, caratteristiche principali
Dolce e speziata, la salamella è una salsiccia di carne di maiale che si trova principalmente nel ..."
S,Salamini piccanti,"Salamini piccanti, proprietà principali
I salamini piccanti fanno parte delle carni insaccate e conservate e dei salumi crudi. Si ..."
S,Salamini verzini,I salamini verzini sono un insaccato fresco tipico della tradizione lombarda. Si tratta di piccole salsicce preparate con carne di ...
S,Salamoia Sichuan,"La salamoia Sichuan è un alimento molto particolare: si tratta di verdure conservate sottaceto, provenienti dalla tradizione orientale ..."
S,Salatini stick,"I salatini stick sono l’ingrediente perfetto per l’aperitivo: croccanti e saporiti sono il finger food per eccellenza, e vengono ..."
S,Sale,"Con il termine sale in genere si intende il cloruro di sodio, l’esaltatore di sapidità più usato in cucina nonché ingrediente ..."
S,Sale grosso,Il sale grosso è un elemento prezioso e un minerale essenziale per l’organismo umano. Si tratta di un ingrediente presente in tutte le ...
S,Salmerino,"Il salmerino è un pesce che fa parte della famiglia dei salmonidi, proprio come la trota e il salmone. Si tratta di una specie ..."
S,Salmone,"Salmone, proprietà principali
Il salmone è un pesce che nasce nelle acque dolci e che si trasferisce in acque salate per poi tornare ..."
S,Salmone affumicato,Il salmone affumicato è un prodotto diffusissimo sulle tavole degli italiani. Si trova in tutti i supermercati ed il suo consumo non ...
S,Salsa Worcestershire,"Salsa Worcestershire, proprietà principali
La salsa Worcestershire (detta anche salsa Worcester) è d’origine inglese e deve il suo nome ..."
S,Salsa aioli,"Salsa aioli, proprietà principali
La salsa aioli è un composto cremoso e corposo, utilizzato principalmente come guarnizione o ..."
S,Salsa allo yogurt,"La salsa allo yogurt è una preparazione utilizzata per condire pesce, carne o verdure. Leggera, gustosa e facile da preparare in pochi ..."
S,Salsa americana,"Salsa americana, proprietà principali
La salsa americana è una ricetta classica della cucina francese a base di cipolle tritate, ..."
S,Salsa barbecue,"Gustosa, speziata e con una consistenza inconfondibile, la salsa barbecue è una salsa tipica americana che si accompagna con tantissimi ..."
S,Salsa bernese,"La salsa bernese, conosciuta anche con il nome di “bernese”, è una salsa di condimento per piatti di ogni genere che si abbina alla ..."
S,Salsa blue cheese,"La salsa blue cheese nasce in America ed è fatta a base di formaggio, una varietà blu – per l’appunto – che ricorda il gorgonzola ..."
S,Salsa chili dolce,"Salsa chili dolce, proprietà principali
La salsa chili dolce, conosciuta anche come Thai sweet chili sauce, è un condimento leggermente ..."
S,Salsa chili piccante,"La salsa chili piccante rappresenta una vera e propria istituzione nella cucina messicana, e ormai è diffusa in tutto il mondo. Dal ..."
S,Salsa di fagioli,"La salsa di fagioli è un delizioso accompagnamento per molte ricette a base di carne, ma è anche un alimento consumato spesso nella ..."
S,Salsa di noci,"Salsa di noci, proprietà principali
La salsa di noci, in dialetto ligure sarsa de noxe o tocco de noxe che diventa ajà sull’Appennino ..."
S,Salsa di ostriche,"Salsa di ostriche, caratteristiche principali
La salsa di ostriche deriva dalla cottura dei molluschi ed è utilizzata per insaporire le ..."
S,Salsa di pesce,"Salsa di pesce, caratteristiche principali
La salsa di pesce è un condimento che si ottiene dalla lunga macerazione del pesce ed è ..."
S,Salsa di soia,"La salsa di soia è una salsa originaria della Cina, fermentata molto sapida. Nel corso del tempo si è diffusa in tutto il mondo, ma è ..."
S,Salsa guacamole,"La salsa guacamole è fatta a base di avocado, il noto frutto della Persea americana, un albero da frutto della famiglia delle Lauracee. ..."
S,Salsa harissa,"La salsa harissa è una salsa piccantissima a base di peperoncino rosso, tipica del Nord Africa, in particolar modo della Tunisia: a ..."
S,Salsa hoisin,"La salsa hoisin, chiamata anche hoi-sin o salsa nera per via del suo colore scuro, è una salsa che viene utilizzata nella cucina ..."
S,Salsa ketchup,"La salsa ketchup è una salsa agrodolce realizzata con pomodoro utilizzata sopratutto per accompagnare fritti di ogni genere, per ..."
S,Salsa messicana,"È la regina delle salse, assoluta protagonista di menu destinati agli amanti dei sapori piccanti e a tutte le persone che vogliono ..."
S,Salsa mojo,"Salsa mojo, caratteristiche principali
La salsa mojo, o mojo picón, è una salsa tradizionale che arriva dalle Canarie e realizzata con ..."
S,Salsa okonomiyaki,"Un prodotto molto amato della cucina giapponese e ormai diffuso anche in Italia è l’okonomiyaki, una specie di pancake dal sapore ..."
S,Salsa olandese,"Salsa olandese, caratteristiche principali
La salsa olandese, in francese chiamata sauce hollandaise, è un’emulsione di tuorlo d’uovo e ..."
S,Salsa per arrosto,"C’è sempre un buon motivo per portare in tavola un secondo piatto ricco di gusto e sapori come l’arrosto, a patto che questo sia ..."
S,Salsa peverada,"La cucina veneta e quella trentina sono ricche di salse che accompagnano i tradizionali bolliti di carne, e non solo. La salsa peverada ..."
S,Salsa remoulade,"La salsa remoulade fa parte del vasto universo delle salse francesi. Si tratta di un alimento a base di maionese, arricchito con ..."
S,Salsa rubra,"Salsa rubra, proprietà principali
La salsa rubra (conosciuta anche come salsa rossa o bagnet ross) è una salsa di accompagnamento ..."
S,Salsa satay,"La salsa satay è una salsa di origine asiatica a base principalmente di arachidi tostate. Apprezzata per il suo equilibrio tra dolce, ..."
S,Salsa tarator,La salsa tarator è un ingrediente molto apprezzato in cucina per il suo sapore intenso e particolare che si sposa perfettamente con ...
S,Salsa tartara,La salsa tartara è una preparazione di origine francese molto apprezzata per insaporire secondi piatti a base di carne e di pesce. Può ...
S,Salsa teriyaki,La salsa teriyaki è una salsa giapponese famosa in tutto il mondo per il gusto particolare e inedito che la contraddistingue. ...
S,Salsa thai,"Leggermente piccante, aromatica, con un’impronta che resta sul palato: la salsa thai è un condimento onnipresente sulle tavole ..."
S,Salsa tzatziki,"La salsa tzatziki è una salsa preparata con cetrioli, aglio e yogurt. Inventata in Grecia, questa ricetta è fresca, semplice e gustosa. ..."
S,Salsiccia,"Salsiccia, proprietà principali
La salsiccia è un insaccato prodotto con un misto di carne magra e grassa di maiale, tritata o battuta ..."
S,Salsiccia pezzente,"Salsiccia pezzente, proprietà principali
Per la carne che la costituisce, la salsiccia pezzente – nota anche come pezzenta – è forse il ..."
S,Salumi misti,I salumi misti rappresentano da soli rappresentano un piatto ricco di gusti e sapori nostrani da portare in tavola per aperitivi o ...
S,Salvia,La salvia (Salvia officinalis) è una pianta aromatica della famiglia delle Laminaceae. Conosciuta fin dall’antichità per le sue ...
S,Sambuca,"La sambuca è un liquore dal sapore dolce e inconfondibile dalle origini italiane. Si tratta di una preparazione realizzata con acqua, ..."
S,Santoreggia,"Santoreggia, proprietà principali
Le proprietà aromatiche e officinali della santoreggia sono note fin dall’antichità. Questa pianta, ..."
S,Sarde,"Sarde, caratteristiche principali
Le sarde sono una varietà di di pesce osseo marino della famiglia dei Clupeidae. Si associano spesso ..."
S,Sardine,"Sardine, proprietà principali
Spesso confuse con le acciughe, le sardine sono pesci azzurri dal corpo allungato e schiacciato sui lati, ..."
S,Sauri,"Sauri, caratteristiche principali
I sauri, o sugarelli, sono pesci ossei di mare che appartengono alla famiglia dei Carangidae. Si ..."
S,Savoiardi,"I savoiardi sono biscotti dolci dalla consistenza molto spugnosa e friabile, devono il loro nome alla Savoia, regione storica della ..."
S,Scalogno,"Scalogno, proprietà principali
Lo scalogno è una pianta erbacea della famiglia delle Lilliaceae – la stessa di porro ed erba cipollina ..."
S,Scamone di manzo,Lo scamone di manzo è un taglio di carne bovina considerato di prima scelta. Si tratta di un pezzo muscolare che si trova nell’area ...
S,Scamone di vitello,"Lo scamone di vitello è un taglio di carne ricavato dal bovino maschio di età inferiore ai 12 mesi, di peso inferiore ai 250 kg, ..."
S,Scamorza,"Scamorza, proprietà principali
La scamorza è un formaggio a pasta semi cruda in parte filata realizzata utilizzando latte di mucca (di ..."
S,Scampi,"Scampi, proprietà principali
Gli scampi sono crostacei decapodi, proprio come astici, aragoste, granchi, gamberi, mazzancolle e ..."
S,Scamponi,
S,Schweppes al limone,"Con il suo sapore leggermente aspro, ma pieno e intenso, la Schweppes al limone è in assoluto la bibita preferita di tutti gli ..."
S,Scialatielli,Gli scialatielli sono una tipologia di pasta fresca utilizzata nella cucina tradizionale campana. Il nome deriva dall’unione di due ...
S,Sciroppo alla menta,"Sciroppo alla menta, proprietà principali
Lo sciroppo alla menta è ingrediente che viene estratto dalle foglie di menta e si ottiene da ..."
S,Sciroppo d'acero,"Lo sciroppo d’acero non è altro che un alimento molto dolce che si ricava dalla linfa (lo xilema, a voler essere precisi) di alberi ..."
